annotation_id,image_or_view_path,scene_id,room_type,subject_class,predicate,object_class,subject_index,object_index,subject_center_xyz,object_center_xyz,dx_subject_minus_object,dy_subject_minus_object,dz_subject_minus_object,distance_xz,coord_rule_label,repair_relation_exact_present,baseline_relation_exact_present,pair_alignment_status,human_label,missing_object,visibility_quality,annotator_id,notes,source_text,coord_rule,layout_variant,relation_id,source_json,raw_predicate,baseline_satisfied,repair_satisfied,label_a,label_d,final_label,final_label_source,adjudicator_id,adjudication_notes,final_vs_coord
EG02-DIN-0003,images/EG02-DIN-0003.jpg,26146707-fd21-4520-b1fb-2ff93b2560e3_LivingDiningRoom-15610,diningroom,dining_table,behind,multi_seat_sofa,14,0,"[0.331744,0.380548,-0.153878]","[1.41404,0.317197,2.043246]",-1.082296,0.063351,-2.197124,2.449228,satisfied,1,1,ok,satisfied,none,good,A,,"Position a grey dining chair with black legs behind a black multi-seat sofa with pillows. Finnally, position a black multi-seat sofa with pillows in front of a black plastic dining table.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,37:1:11-7-16,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0004,images/EG02-DIN-0004.jpg,c5c99bbd-e9d2-40ff-b46c-43ed48e08864_LivingDiningRoom-7430,diningroom,loveseat_sofa,behind,pendant_lamp,6,8,"[-0.455612,0.492077,-1.355766]","[0.10682,1.884463,-0.031635]",-0.562431,-1.392386,-1.324131,1.438629,satisfied,1,1,ok,satisfied,none,good,A,,Place a black pendant lamp with hanging balls in front of a brown loveseat sofa.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,150:0:15-7-17,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0005,images/EG02-DIN-0005.jpg,ed28807d-83d3-437e-95bd-cf1392ad21e9_DiningRoom-55572,diningroom,loveseat_sofa,behind,console_table,14,10,"[0.675969,0.370004,-1.901498]","[-0.761271,0.408034,0.3914]",1.43724,-0.03803,-2.292898,2.706111,satisfied,1,0,ok,satisfied,none,good,A,,"Put a gray loveseat sofa behind a gray loveseat sofa. Next, arrange a gray loveseat sofa behind a grey console table with metal legs.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,167:1:15-7-7,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,1,satisfied,not_satisfied,not_satisfied,adjudicated,A,,disagree
EG02-DIN-0006,images/EG02-DIN-0006.jpg,08c22a05-81e2-41f4-8e22-c707aa082bdd_DiningRoom-17995,diningroom,dining_table,below,pendant_lamp,8,4,"[-0.134576,0.368535,-0.571122]","[-0.101903,2.081754,-0.609353]",-0.032674,-1.713219,0.038231,0.050291,satisfied,1,1,ok,satisfied,none,good,A,,Position a black pendant lamp with glass shades above a black dining table with a black top.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,6:0:11-5-17,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,below,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0007,images/EG02-DIN-0007.jpg,0a9c667d-033d-448c-b17c-dc55e6d3c386_DiningRoom-11628,diningroom,dining_table,below,pendant_lamp,5,4,"[0.287422,0.378974,0.053735]","[0.358406,2.219806,0.064417]",-0.070984,-1.840832,-0.010682,0.071783,satisfied,1,1,ok,satisfied,none,good,A,,"Place a dining chair closely in front of a dining table. Finnally, put a dining table below a pendant lamp.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,11:1:11-5-17,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,below,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0008,images/EG02-DIN-0008.jpg,0a9c667d-033d-448c-b17c-dc55e6d3c386_DiningRoom-11628,diningroom,dining_table,close to,dining_chair,5,3,"[0.287422,0.378974,0.053735]","[0.04689,0.34614,0.882321]",0.240533,0.032834,-0.828586,0.862792,not_satisfied,1,1,ok,satisfied,none,good,A,,"Place a dining chair closely in front of a dining table. Finnally, put a dining table below a pendant lamp.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,11:0:11-9-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_front,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,disagree
EG02-DIN-0009,images/EG02-DIN-0009.jpg,15bed03e-d66d-4da2-8b8f-7dacde3d3d8b_DiningRoom-35065,diningroom,dining_chair,close to,dining_table,5,1,"[-0.283769,0.429459,0.034578]","[-0.511558,0.361149,0.730068]",0.227789,0.06831,-0.695491,0.731844,satisfied,1,1,ok,satisfied,none,good,A,,"Place a gray dining table with wooden legs closely in front of a gray dining chair with a black seat. Then, arrange a gray dining chair with a black seat closely in front of a gray dining table with wooden legs.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,16:1:10-4-11,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_behind,1,1,satisfied,not_satisfied,satisfied,adjudicated,D,,agree
EG02-DIN-0010,images/EG02-DIN-0010.jpg,1db2e62e-6516-47da-bc4d-6469ba619d2f_LivingDiningRoom-1654,diningroom,dining_table,close to,dining_chair,1,6,"[-2.533192,0.375663,-0.798268]","[-2.246783,0.408278,-0.650813]",-0.286409,-0.032614,-0.147456,0.322139,satisfied,1,1,ok,satisfied,none,good,A,,Put a dining table closely to the left of a gray dining chair with black legs.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,24:0:11-3-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0011,images/EG02-DIN-0011.jpg,20e5f2e7-ab26-4119-b16a-5b7282ee0a70_DiningRoom-113004,diningroom,pendant_lamp,close to,lounge_chair,3,1,"[2.064915,1.927589,0.589932]","[2.403632,0.517815,-0.155713]",-0.338717,1.409774,0.745645,0.818973,not_satisfied,1,1,ok,satisfied,none,good,A,,Add a gray lounge chair with a wooden frame in front of a wooden console table with doors. Place a hanging pendant lamp with pots closely in front of a lounge chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,27:1:17-4-14,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_behind,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,disagree
EG02-DIN-0012,images/EG02-DIN-0012.jpg,57aca5c1-cbe5-4df7-922e-6c6cf9ba2a0e_DiningRoom-22308,diningroom,dining_table,close to,dining_chair,12,5,"[2.237332,0.35564,1.379019]","[2.782832,0.446827,1.43904]",-0.545501,-0.091187,-0.060022,0.548793,satisfied,1,1,ok,satisfied,none,good,A,,Position a round dining table with metal base to the close left of a floral dining chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,66:0:11-3-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0013,images/EG02-DIN-0013.jpg,672b75fe-1120-4627-80a9-5616d99c3423_DiningRoom-24272,diningroom,dining_chair,close to,dining_table,7,6,"[0.867762,0.503155,0.448659]","[0.341235,0.393992,0.541373]",0.526528,0.109163,-0.092714,0.534628,satisfied,1,1,ok,satisfied,none,good,A,,Position a brown dining chair with an upholstered seat closely in front of a flower dining table.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,87:0:10-4-11,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_behind,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-DIN-0014,images/EG02-DIN-0014.jpg,9d3329f3-b506-49ce-9edd-ac5155143bf4_DiningRoom-3017,diningroom,pendant_lamp,close to,dining_chair,3,0,"[0.86031,2.029766,1.849292]","[0.758665,0.338455,2.338237]",0.101645,1.691311,-0.488946,0.499399,satisfied,1,0,ok,not_satisfied,none,good,A,,"Position a dining chair closely in front of a black pendant lamp with five lights. Then, place a pendant lamp above a black oval dining table with black legs.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,122:0:17-9-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_front,0,1,not_satisfied,satisfied,satisfied,adjudicated,D,,agree
EG02-DIN-0015,images/EG02-DIN-0015.jpg,58064c7d-8e8b-4149-9b3a-672cf22d4733_DiningRoom-11336,diningroom,dining_chair,in front of,dining_chair,0,0,"[-0.320498,0.453342,-0.662897]","[-0.320498,0.453342,-0.662897]",0,0,0,0,not_satisfied,1,1,ok,not_judgable,object,poor,A,,Set up a dining chair behind a floral dining chair. And add a dining table closely to the left of a floral dining chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,68:0:10-2-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,not_judgable,not_judgable,not_judgable,a_d_agree,,,disagree
EG02-DIN-0016,images/EG02-DIN-0016.jpg,5f86c744-15af-4c99-80ef-b3608aadbf1b_LivingDiningRoom-37641,diningroom,multi_seat_sofa,in front of,0,2,,,,,,,,not_judgable,0,0,missing_pair,not_judgable,object,poor,A,,"Put a brown dining table with a hole to the near left of a grey dining chair with a black upholstered seat. Then, put a gray multi-seat sofa with a black frame in front of a gray armchair with a metal frame.",missing subject/object class in repair boxes,collision_gated_floor_prior,77:1:16-2-0,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,not_judgable,not_judgable,not_judgable,a_d_agree,,,agree
EG02-DIN-0017,images/EG02-DIN-0017.jpg,6060e648-44c6-42d6-a9f4-f58c5bcff70d_LivingDiningRoom-25741,diningroom,coffee_table,in front of,armchair,2,12,"[-0.009492,0.226289,2.307245]","[0.187416,0.463667,3.544404]",-0.196908,-0.237378,-1.237159,1.252731,not_satisfied,0,0,ok,satisfied,none,good,A,,"Position a round end table to the right of a dining table. Then, place a gray striped armchair behind a brown coffee table.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,78:1:6-2-0,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,satisfied,not_satisfied,satisfied,adjudicated,A,,disagree
EG02-DIN-0018,images/EG02-DIN-0018.jpg,6a03badb-61ab-4e22-9564-de2fd2ed1938_DiningRoom-25528,diningroom,dining_chair,in front of,dining_chair,1,1,"[0.256613,0.408175,1.145416]","[0.256613,0.408175,1.145416]",0,0,0,0,not_satisfied,1,1,ok,not_judgable,object,poor,A,,"Put a grey dining chair with wooden legs to the near left of a grey dining table with legs. Then, set up a grey dining chair with wooden legs in front of a dining chair.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,89:1:10-2-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,not_judgable,not_judgable,not_judgable,a_d_agree,,,disagree
EG02-DIN-0019,images/EG02-DIN-0019.jpg,b9c1aec3-a600-4084-908a-c351c423a357_LivingDiningRoom-19374,diningroom,15,in front of,8,,,,,,,,,not_judgable,0,0,missing_pair,not_judgable,both,poor,A,,Position a black marble corner side table behind a brown leather loveseat sofa with pillows.,missing subject/object class in repair boxes,collision_gated_floor_prior,139:0:15-2-8,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,not_judgable,not_judgable,not_judgable,a_d_agree,,,agree
EG02-DIN-0020,images/EG02-DIN-0020.jpg,350388e2-7c93-45e9-bcc8-6a0a5165dab0_LivingDiningRoom-34640,diningroom,coffee_table,left,lounge_chair,5,4,"[-0.539227,0.167533,1.724213]","[0.682965,0.392881,1.930249]",-1.222192,-0.225348,-0.206036,1.239437,satisfied,1,0,ok,satisfied,none,good,A,,Position a black coffee table with a lid left of a grey lounge chair with black legs.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,44:0:6-1-14,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0021,images/EG02-DIN-0021.jpg,544a06d5-aa97-4740-8ef3-ed8520b5226e_LivingDiningRoom-2349,diningroom,armchair,left,multi_seat_sofa,2,1,"[-0.063429,0.443004,3.487455]","[-1.461183,0.421612,1.98294]",1.397754,0.021392,1.504515,2.053602,not_satisfied,0,0,ok,not_satisfied,none,good,A,,"Add a black multi-seat sofa with a cover behind a black wooden armchair. Additionally, set up an armchair left of a black multi-seat sofa with a cover.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,61:1:0-1-16,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-DIN-0022,images/EG02-DIN-0022.jpg,70e4c0ab-9ca2-4542-96fd-9355e048db91_LivingDiningRoom-25795,diningroom,dining_table,left,stool,3,5,"[-1.979849,0.357145,0.944673]","[-0.06078,0.233205,0.467277]",-1.919069,0.123939,0.477396,1.977558,satisfied,1,1,ok,satisfied,none,good,A,,Set up a wooden dining table left of a white metal stool.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,95:0:11-1-20,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0023,images/EG02-DIN-0023.jpg,9a0486c5-58e8-4a77-99de-9c4ea78d39d3_LivingDiningRoom-9632,diningroom,coffee_table,left,cabinet,6,12,"[-0.185044,0.145437,1.454102]","[1.31838,0.496433,0.210534]",-1.503423,-0.350996,1.243567,1.951087,satisfied,1,0,ok,satisfied,none,good,A,,Set up a yellow children cabinet to the right of a coffee table with a drawer and shelf.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,117:0:6-1-2,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0024,images/EG02-DIN-0024.jpg,9f8f93c4-796c-41ff-863d-c7713981e450_LivingDiningRoom-4027,diningroom,multi_seat_sofa,left,pendant_lamp,6,13,"[2.021626,0.543793,-1.810449]","[1.777232,2.436774,1.487379]",0.244394,-1.892981,-3.297828,3.306871,not_satisfied,0,0,ok,not_satisfied,none,good,A,,"Add a brown dining table with a hole closely to the right of a dining chair. Finnally, put a multi seat sofa to the left of a pendant lamp.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,125:1:16-1-17,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-DIN-0025,images/EG02-DIN-0025.jpg,e2d00f14-06f1-4b29-a9a1-f17618a2d7b7_DiningRoom-60525,diningroom,console_table,left,dining_chair,5,3,"[0.602793,0.400737,1.67465]","[-0.54882,0.428767,1.298628]",1.151613,-0.02803,0.376022,1.211447,not_satisfied,0,0,ok,not_satisfied,none,good,A,,Put a wooden console table with glass doors left of a black leather dining chair. Put a marble dining table with two legs and a marble top to the close left of a dining chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,162:0:7-1-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-DIN-0026,images/EG02-DIN-0026.jpg,198eb9ec-9059-4e26-958e-dc8fb8187713_LivingDiningRoom-15286,diningroom,multi_seat_sofa,right,coffee_table,7,9,"[-1.86778,0.46632,1.396592]","[-0.309854,0.316398,1.320719]",-1.557925,0.149922,0.075873,1.559772,not_satisfied,0,0,ok,satisfied,none,good,A,,"Position a brown dining table with metal legs closely behind a grey fabric dining chair. Additionally, arrange a black triangle coffee table with two legs to the left of a black multi-seat sofa with pillows.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,22:1:16-6-6,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,0,satisfied,not_satisfied,not_satisfied,adjudicated,D,,agree
EG02-DIN-0027,images/EG02-DIN-0027.jpg,57b535e1-49e2-46f0-a54d-a3e50fe9c413_LivingDiningRoom-2729,diningroom,multi_seat_sofa,right,lounge_chair,10,8,"[2.66006,0.446056,2.067797]","[1.246462,0.572618,0.838322]",1.413598,-0.126562,1.229475,1.873465,satisfied,1,1,ok,satisfied,none,good,A,,"Set up a black marble dining table with two legs to the left of a black storage stool with a lid. Then, add a white multi-seat sofa with pillows right of a lounge chair.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,67:1:16-6-14,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-DIN-0028,images/EG02-DIN-0028.jpg,6487eb58-d9fa-4a42-afd2-13cba40b71d1_LivingDiningRoom-4693,diningroom,bookshelf,right,dining_chair,13,1,"[1.582974,1.299456,0.397299]","[-0.104759,0.44561,-0.795172]",1.687734,0.853846,1.192471,2.066502,satisfied,1,0,ok,satisfied,none,good,A,,Arrange a black metal dining chair to the left of a black plastic bookshelf with a strip. Position a black marble dining table with a black base right of a black metal dining chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,82:0:1-6-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-DIN-0029,images/EG02-DIN-0029.jpg,6487eb58-d9fa-4a42-afd2-13cba40b71d1_LivingDiningRoom-4693,diningroom,dining_table,right,dining_chair,7,5,"[-0.546063,0.363992,-2.018589]","[-0.865861,0.435968,-1.502961]",0.319798,-0.071977,-0.515628,0.606748,satisfied,1,0,ok,satisfied,none,good,A,,Arrange a black metal dining chair to the left of a black plastic bookshelf with a strip. Position a black marble dining table with a black base right of a black metal dining chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,82:1:11-6-10,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-DIN-0030,images/EG02-DIN-0030.jpg,74fa622c-58f2-4375-b6b5-684659581385_LivingDiningRoom-78283,diningroom,dining_table,right,coffee_table,4,3,"[2.432382,0.469484,1.999876]","[-0.159966,0.200202,1.757343]",2.592348,0.269282,0.242532,2.603669,satisfied,1,0,ok,satisfied,none,good,A,,Add a coffee table with a chess board to the left of a marble dining table with a metal base.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,98:0:11-6-6,results/floor_prior_remote/diningroom_sgdiffusion_vq_objfeat_epoch_01239_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0001,images/EG02-LIV-0001.jpg,b51e3da5-5d31-4511-882a-e841de457404_LivingDiningRoom-3428,livingroom,pendant_lamp,above,dining_table,4,8,"[1.089534,2.255438,0.50867]","[1.08991,0.458272,0.263132]",-0.000376,1.797166,0.245537,0.245538,satisfied,1,1,ok,satisfied,none,good,A,,Put a black pendant lamp with hanging balls above a dark brown oval dining table with a pedestal base. Position a black pendant lamp with hanging balls right of a blue bookshelf with wine bottles and a bottle of wine.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,136:0:17-0-11,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,above,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0002,images/EG02-LIV-0002.jpg,ce377776-581d-4b4c-807f-e63f7473e9b3_LivingDiningRoom-276836,livingroom,pendant_lamp,above,dining_table,16,15,"[2.093627,2.222028,-0.061656]","[-2.940858,0.443699,0.013961]",5.034485,1.778329,-0.075617,5.035053,satisfied,0,0,ok,satisfied,none,good,A,,Install a pendant lamp above a dining table.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,160:0:17-0-11,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,above,0,0,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0003,images/EG02-LIV-0003.jpg,3c47589f-313d-4bac-abee-830161a278f0_LivingDiningRoom-109935,livingroom,dining_table,behind,tv_stand,0,6,"[-0.210389,0.37538,-1.491096]","[0.756619,0.206678,1.240661]",-0.967009,0.168702,-2.731756,2.897861,satisfied,1,0,ok,satisfied,none,good,A,,"Add a grey tv stand with a drawer in front of a grey dining table with a metal base. Then, set up a grey dining table with a metal base behind a gray marble coffee table with two legs.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,46:0:11-7-21,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0004,images/EG02-LIV-0004.jpg,3fc88ba8-7ea3-4653-892f-83667812c78a_LivingDiningRoom-76396,livingroom,loveseat_sofa,behind,corner_side_table,2,1,"[2.066988,0.494028,-2.7362]","[0.596619,0.257336,-2.543209]",1.470369,0.236692,-0.192991,1.48298,satisfied,1,1,ok,satisfied,none,good,A,,Place a gray loveseat sofa with pillows behind a corner side table with a square top and a hole in the middle.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,49:0:15-7-8,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
